,candidate,position,first place count,first place freq,len_1,len_2,len_3
0,SEAN R. ELSBERND,2.0,22137,0.712900940358109,12317,1308,8512
1,JULIAN P. LAGOS,0.9206996704027516,5903,0.19010047661986346,1038,864,4001
2,BILLY BOB WHITMER,0.0,3012,0.09699858302202757,624,555,1833
