,candidate,position,first place count,first place freq,len_1,len_2,len_3,len_4,len_5
0,JUMOKE HINTON HODGE,2.7583349131198394,8914,0.39821308912218,2942,1229,4743,-1,-1
1,LUCKY NARAIN,4.0,1620,0.07236989055170874,434,268,918,-1,-1
2,BENJAMIN LANG,3.5527139587860104,4399,0.19651552378825107,1002,766,2631,-1,-1
3,KHARYSHI ''MS. K'' WIGINTON,2.5899426924930795,7413,0.3311592584319857,1892,1910,3611,-1,-1
4,MISTY CROSS,0.0,39,0.0017422381058744695,24,3,12,-1,-1
